abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Get live results and maps from the 2024 Mississippi general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-mississippi-us-senate.html,Get live results and maps from the 2024 Mississippi general election.,Get live results and maps from the 2024 Mississippi general election.,The New York Times,,,2024-11-05T19:48:52+0000,multimedia,Graphics,U.S.,,nyt://interactive/bceb6d60-6ed9-565c-b02d-94780565533a,0,nyt://interactive/bceb6d60-6ed9-565c-b02d-94780565533a,NA,NA,Elections,Mississippi U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Utah general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-utah-us-house-1.html,Get live results and maps from the 2024 Utah general election.,Get live results and maps from the 2024 Utah general election.,The New York Times,,,2024-11-05T19:48:52+0000,multimedia,Graphics,U.S.,,nyt://interactive/db5cc6ca-8be0-5e2a-9bb5-cf965a33fa42,0,nyt://interactive/db5cc6ca-8be0-5e2a-9bb5-cf965a33fa42,NA,NA,Elections,Utah First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-8.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:48:52+0000,multimedia,Graphics,U.S.,,nyt://interactive/ded6bf2f-53e4-55d3-b390-dc38fe03bae5,0,nyt://interactive/ded6bf2f-53e4-55d3-b390-dc38fe03bae5,NA,NA,Elections,Texas Eighth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
"Get live results and maps from the 2024 Washington, D.C. general election.",https://www.nytimes.com/interactive/2024/11/05/us/elections/results-washington-dc-president.html,"Get live results and maps from the 2024 Washington, D.C. general election.","Get live results and maps from the 2024 Washington, D.C. general election.",The New York Times,,,2024-11-05T19:48:52+0000,multimedia,Graphics,U.S.,,nyt://interactive/e4273471-6d99-58ee-a487-835cc2a43a63,0,nyt://interactive/e4273471-6d99-58ee-a487-835cc2a43a63,NA,NA,Elections,"Washington, D.C. Presidential Election Results",NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Utah general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-utah-us-house-2.html,Get live results and maps from the 2024 Utah general election.,Get live results and maps from the 2024 Utah general election.,The New York Times,,,2024-11-05T19:48:52+0000,multimedia,Graphics,U.S.,,nyt://interactive/f73d72af-872a-5926-a63f-4740f0429261,0,nyt://interactive/f73d72af-872a-5926-a63f-4740f0429261,NA,NA,Elections,Utah Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Massachusetts general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-massachusetts-us-house-4.html,Get live results and maps from the 2024 Massachusetts general election.,Get live results and maps from the 2024 Massachusetts general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/3a6c5949-4bbb-51a7-b393-a7d49b8011d6,0,nyt://interactive/3a6c5949-4bbb-51a7-b393-a7d49b8011d6,NA,NA,Elections,Massachusetts Fourth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Michigan general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-michigan-us-house-2.html,Get live results and maps from the 2024 Michigan general election.,Get live results and maps from the 2024 Michigan general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/3ea042c3-36fd-5525-99c0-d6a522d68090,0,nyt://interactive/3ea042c3-36fd-5525-99c0-d6a522d68090,NA,NA,Elections,Michigan Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Vermont general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-vermont-us-senate.html,Get live results and maps from the 2024 Vermont general election.,Get live results and maps from the 2024 Vermont general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/4e851c2b-93c0-5ec2-8a62-2ccee62a1752,0,nyt://interactive/4e851c2b-93c0-5ec2-8a62-2ccee62a1752,NA,NA,Elections,Vermont U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 New Mexico general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-new-mexico-us-senate.html,Get live results and maps from the 2024 New Mexico general election.,Get live results and maps from the 2024 New Mexico general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/54c94168-256d-561b-a1f8-09fb6df10def,0,nyt://interactive/54c94168-256d-561b-a1f8-09fb6df10def,NA,NA,Elections,New Mexico U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Georgia general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-georgia-constitutional-amendment-2-create-tax-court.html,Get live results and maps from the 2024 Georgia general election.,Get live results and maps from the 2024 Georgia general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/5fea7073-8a04-5f78-9f25-cf0b99fc485c,0,nyt://interactive/5fea7073-8a04-5f78-9f25-cf0b99fc485c,NA,NA,Elections,Georgia Constitutional Amendment 2 Election Results: Create Tax Court,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Oklahoma general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-oklahoma-us-house-4.html,Get live results and maps from the 2024 Oklahoma general election.,Get live results and maps from the 2024 Oklahoma general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/80cdd9d9-fb60-59a7-9942-6324e6649d14,0,nyt://interactive/80cdd9d9-fb60-59a7-9942-6324e6649d14,NA,NA,Elections,Oklahoma Fourth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-proposition-34-regulate-spending-by-health-care-providers.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/85c7e38a-2c80-5476-8a7e-5b846f2fc5b7,0,nyt://interactive/85c7e38a-2c80-5476-8a7e-5b846f2fc5b7,NA,NA,Elections,California Proposition 34 Election Results: Regulate Spending by Health Care Providers,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Tennessee general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-tennessee-us-senate.html,Get live results and maps from the 2024 Tennessee general election.,Get live results and maps from the 2024 Tennessee general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/aa7920f0-ddf9-5f84-aa64-f868d8a79e61,0,nyt://interactive/aa7920f0-ddf9-5f84-aa64-f868d8a79e61,NA,NA,Elections,Tennessee U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 North Dakota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-north-dakota-measure-5-legalize-marijuana.html,Get live results and maps from the 2024 North Dakota general election.,Get live results and maps from the 2024 North Dakota general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/ae4253b5-046b-5f2d-a9a9-eba62041eaf3,0,nyt://interactive/ae4253b5-046b-5f2d-a9a9-eba62041eaf3,NA,NA,Elections,North Dakota Measure 5 Election Results: Legalize Marijuana,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Colorado general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-colorado-amendment-80-school-choice-in-k-12-education.html,Get live results and maps from the 2024 Colorado general election.,Get live results and maps from the 2024 Colorado general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/d863069c-4975-577c-82a3-b4e388e4099a,0,nyt://interactive/d863069c-4975-577c-82a3-b4e388e4099a,NA,NA,Elections,Colorado Amendment 80 Election Results: School Choice in K-12 Education,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 North Dakota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-north-dakota-measure-4-prohibit-property-tax.html,Get live results and maps from the 2024 North Dakota general election.,Get live results and maps from the 2024 North Dakota general election.,The New York Times,,,2024-11-05T19:48:53+0000,multimedia,Graphics,U.S.,,nyt://interactive/f3c21a95-a11e-59e1-a476-4cee77716e68,0,nyt://interactive/f3c21a95-a11e-59e1-a476-4cee77716e68,NA,NA,Elections,North Dakota Measure 4 Election Results: Prohibit Property Tax,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Nevada general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-nevada-question-6-right-to-abortion.html,Get live results and maps from the 2024 Nevada general election.,Get live results and maps from the 2024 Nevada general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/3e85c9ee-a693-59d1-b826-e140925d12fb,0,nyt://interactive/3e85c9ee-a693-59d1-b826-e140925d12fb,NA,NA,Elections,Nevada Question 6 Election Results: Right to Abortion,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Arizona general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-arizona-maricopa-county-recorder.html,Get live results and maps from the 2024 Arizona general election.,Get live results and maps from the 2024 Arizona general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/3fa992e5-9aef-5eae-9e2d-f2c2c1b315dc,0,nyt://interactive/3fa992e5-9aef-5eae-9e2d-f2c2c1b315dc,NA,NA,Elections,Maricopa County Recorder Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Massachusetts general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-massachusetts-us-house-7.html,Get live results and maps from the 2024 Massachusetts general election.,Get live results and maps from the 2024 Massachusetts general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/44b9e7dd-95ce-5374-b285-085b73f9bced,0,nyt://interactive/44b9e7dd-95ce-5374-b285-085b73f9bced,NA,NA,Elections,Massachusetts Seventh Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Massachusetts general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-massachusetts-question-4-legalize-psychedelic-substances.html,Get live results and maps from the 2024 Massachusetts general election.,Get live results and maps from the 2024 Massachusetts general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/6c85b48c-2def-5e89-a851-a1f85cd8db75,0,nyt://interactive/6c85b48c-2def-5e89-a851-a1f85cd8db75,NA,NA,Elections,Massachusetts Question 4 Election Results: Legalize Psychedelic Substances,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-senate.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/9c84b6b8-e2fd-5ee4-bd80-8cb4c0862b78,0,nyt://interactive/9c84b6b8-e2fd-5ee4-bd80-8cb4c0862b78,NA,NA,Elections,Texas U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Michigan general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-michigan-us-house-7.html,Get live results and maps from the 2024 Michigan general election.,Get live results and maps from the 2024 Michigan general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/9ee6654b-e9c9-5a40-bd8e-a8819f483c5c,0,nyt://interactive/9ee6654b-e9c9-5a40-bd8e-a8819f483c5c,NA,NA,Elections,Michigan Seventh Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Ohio general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-ohio-us-house-6.html,Get live results and maps from the 2024 Ohio general election.,Get live results and maps from the 2024 Ohio general election.,The New York Times,,,2024-11-05T19:48:54+0000,multimedia,Graphics,U.S.,,nyt://interactive/c5e333ff-1946-5d77-bcae-c511dcc7f296,0,nyt://interactive/c5e333ff-1946-5d77-bcae-c511dcc7f296,NA,NA,Elections,Ohio Sixth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-senate.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/24915256-f322-59c8-bfb0-d09efc94920e,0,nyt://interactive/24915256-f322-59c8-bfb0-d09efc94920e,NA,NA,Elections,Minnesota U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Michigan general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-michigan-us-house-9.html,Get live results and maps from the 2024 Michigan general election.,Get live results and maps from the 2024 Michigan general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/28a0341b-3047-52c9-872a-2be023c37913,0,nyt://interactive/28a0341b-3047-52c9-872a-2be023c37913,NA,NA,Elections,Michigan Ninth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Alabama general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-alabama-us-house-2.html,Get live results and maps from the 2024 Alabama general election.,Get live results and maps from the 2024 Alabama general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/2bcac3a2-72e3-5e2f-bccc-34635f7707ed,0,nyt://interactive/2bcac3a2-72e3-5e2f-bccc-34635f7707ed,NA,NA,Elections,Alabama Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Nebraska general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-nebraska-president.html,Get live results and maps from the 2024 Nebraska general election.,Get live results and maps from the 2024 Nebraska general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/364dbbd9-67c5-54e7-a48a-c5ba18c793cc,0,nyt://interactive/364dbbd9-67c5-54e7-a48a-c5ba18c793cc,NA,NA,Elections,Nebraska Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Vermont general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-vermont-president.html,Get live results and maps from the 2024 Vermont general election.,Get live results and maps from the 2024 Vermont general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/3a8ff43f-ad04-55c2-a97d-3013de286d8f,0,nyt://interactive/3a8ff43f-ad04-55c2-a97d-3013de286d8f,NA,NA,Elections,Vermont Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-1.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/41e8f962-fb44-54ae-9d8f-e235243561db,0,nyt://interactive/41e8f962-fb44-54ae-9d8f-e235243561db,NA,NA,Elections,Minnesota First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Wisconsin general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-wisconsin-us-senate.html,Get live results and maps from the 2024 Wisconsin general election.,Get live results and maps from the 2024 Wisconsin general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/69766bc3-854d-52fa-bbb2-c3ea5be1bb08,0,nyt://interactive/69766bc3-854d-52fa-bbb2-c3ea5be1bb08,NA,NA,Elections,Wisconsin U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Massachusetts general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-massachusetts-us-house-9.html,Get live results and maps from the 2024 Massachusetts general election.,Get live results and maps from the 2024 Massachusetts general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/8a705488-e683-58a4-85a3-666a2660c725,0,nyt://interactive/8a705488-e683-58a4-85a3-666a2660c725,NA,NA,Elections,Massachusetts Ninth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Vermont general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-vermont-us-house-at-large.html,Get live results and maps from the 2024 Vermont general election.,Get live results and maps from the 2024 Vermont general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/b04500d0-44d8-5135-b33a-5dbe1ca89404,0,nyt://interactive/b04500d0-44d8-5135-b33a-5dbe1ca89404,NA,NA,Elections,Vermont At-Large Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Oregon general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-oregon-us-house-3.html,Get live results and maps from the 2024 Oregon general election.,Get live results and maps from the 2024 Oregon general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/b28a641d-5626-5e08-8858-def2ebd12f3a,0,nyt://interactive/b28a641d-5626-5e08-8858-def2ebd12f3a,NA,NA,Elections,Oregon Third Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 West Virginia general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-west-virginia-us-senate.html,Get live results and maps from the 2024 West Virginia general election.,Get live results and maps from the 2024 West Virginia general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/bfd5997f-5c4a-533f-b790-61a337ac831c,0,nyt://interactive/bfd5997f-5c4a-533f-b790-61a337ac831c,NA,NA,Elections,West Virginia U.S. Senate Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-3.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:55+0000,multimedia,Graphics,U.S.,,nyt://interactive/d945fbcd-fcf5-548d-8bf0-d0a329a5daa7,0,nyt://interactive/d945fbcd-fcf5-548d-8bf0-d0a329a5daa7,NA,NA,Elections,Minnesota Third Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-2.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:56+0000,multimedia,Graphics,U.S.,,nyt://interactive/366c9890-5146-5b29-ba6f-b4270b707249,0,nyt://interactive/366c9890-5146-5b29-ba6f-b4270b707249,NA,NA,Elections,Minnesota Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Pennsylvania general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-pennsylvania-us-house-8.html,Get live results and maps from the 2024 Pennsylvania general election.,Get live results and maps from the 2024 Pennsylvania general election.,The New York Times,,,2024-11-05T19:48:56+0000,multimedia,Graphics,U.S.,,nyt://interactive/62a0b822-ef2f-5ea7-958d-a63bbe587071,0,nyt://interactive/62a0b822-ef2f-5ea7-958d-a63bbe587071,NA,NA,Elections,Pennsylvania Eighth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-7.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:56+0000,multimedia,Graphics,U.S.,,nyt://interactive/7efd8c33-24dd-5665-9851-535a93a103ae,0,nyt://interactive/7efd8c33-24dd-5665-9851-535a93a103ae,NA,NA,Elections,Minnesota Seventh Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Mississippi general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-mississippi-us-house-1.html,Get live results and maps from the 2024 Mississippi general election.,Get live results and maps from the 2024 Mississippi general election.,The New York Times,,,2024-11-05T19:48:56+0000,multimedia,Graphics,U.S.,,nyt://interactive/d1335372-4576-5075-957f-57083ac98d66,0,nyt://interactive/d1335372-4576-5075-957f-57083ac98d66,NA,NA,Elections,Mississippi First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Alaska general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-alaska-president.html,Get live results and maps from the 2024 Alaska general election.,Get live results and maps from the 2024 Alaska general election.,The New York Times,,,2024-11-05T19:48:56+0000,multimedia,Graphics,U.S.,,nyt://interactive/e4243d4d-9778-5beb-b9d4-6a098a2812ce,0,nyt://interactive/e4243d4d-9778-5beb-b9d4-6a098a2812ce,NA,NA,Elections,Alaska Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-president.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/67832498-38ae-520a-85b3-0c9228fa6c6a,0,nyt://interactive/67832498-38ae-520a-85b3-0c9228fa6c6a,NA,NA,Elections,California Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Pennsylvania general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-pennsylvania-us-house-4.html,Get live results and maps from the 2024 Pennsylvania general election.,Get live results and maps from the 2024 Pennsylvania general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/781d0774-620f-5ac9-a7d5-1b5e3b868171,0,nyt://interactive/781d0774-620f-5ac9-a7d5-1b5e3b868171,NA,NA,Elections,Pennsylvania Fourth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 South Carolina general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-south-carolina-us-house-6.html,Get live results and maps from the 2024 South Carolina general election.,Get live results and maps from the 2024 South Carolina general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/8f03f231-6bf1-5505-a27c-62e3a6f86b92,0,nyt://interactive/8f03f231-6bf1-5505-a27c-62e3a6f86b92,NA,NA,Elections,South Carolina Sixth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Mississippi general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-mississippi-us-house-4.html,Get live results and maps from the 2024 Mississippi general election.,Get live results and maps from the 2024 Mississippi general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/9dd09768-0798-5a67-b8bb-85d0801bf092,0,nyt://interactive/9dd09768-0798-5a67-b8bb-85d0801bf092,NA,NA,Elections,Mississippi Fourth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Missouri general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-missouri-governor.html,Get live results and maps from the 2024 Missouri general election.,Get live results and maps from the 2024 Missouri general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/bfbab693-01e5-55b9-9916-a9a492c64487,0,nyt://interactive/bfbab693-01e5-55b9-9916-a9a492c64487,NA,NA,Elections,Missouri Governor Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Pennsylvania general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-pennsylvania-us-house-7.html,Get live results and maps from the 2024 Pennsylvania general election.,Get live results and maps from the 2024 Pennsylvania general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/c6c90e4d-3d20-5d8f-8840-86c38e88aed2,0,nyt://interactive/c6c90e4d-3d20-5d8f-8840-86c38e88aed2,NA,NA,Elections,Pennsylvania Seventh Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-12.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/c9fa6ab5-1a6e-5c20-a41f-9a237d0216c8,0,nyt://interactive/c9fa6ab5-1a6e-5c20-a41f-9a237d0216c8,NA,NA,Elections,California 12th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-13.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:57+0000,multimedia,Graphics,U.S.,,nyt://interactive/dd0ad9a8-0010-5570-a537-9ab267029fea,0,nyt://interactive/dd0ad9a8-0010-5570-a537-9ab267029fea,NA,NA,Elections,California 13th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-30.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/1584efe5-ecb2-55c6-84a3-c7b05e848c4f,0,nyt://interactive/1584efe5-ecb2-55c6-84a3-c7b05e848c4f,NA,NA,Elections,California 30th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 New York general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-new-york-president.html,Get live results and maps from the 2024 New York general election.,Get live results and maps from the 2024 New York general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/62c6b340-a7ab-5be0-8b53-19bc1063dea7,0,nyt://interactive/62c6b340-a7ab-5be0-8b53-19bc1063dea7,NA,NA,Elections,New York Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Indiana general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-indiana-us-house-1.html,Get live results and maps from the 2024 Indiana general election.,Get live results and maps from the 2024 Indiana general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/957bde73-374f-5e7a-b696-839ece9a3d0b,0,nyt://interactive/957bde73-374f-5e7a-b696-839ece9a3d0b,NA,NA,Elections,Indiana First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
